text,category,label_id,predicted
"I saw your picture on social media, where did you take that trip to?",Small Talk,2,2
What's the best part of your day so far?,Small Talk,2,2
"How was your weekend, did you do anything fun?",Small Talk,2,2
I heard you're into photography. I've been trying to take better photos of my family.,Small Talk,2,2
I've heard great things about that new restaurant downtown. Have you tried it yet?,Small Talk,2,2
I see you're wearing a new watch. It looks like it's from a pretty expensive brand.,Small Talk,2,2
Did you do anything exciting over the weekend?,Small Talk,2,2
"I love your scarf/shirt/accessory, where did you get it?",Small Talk,2,2
"I'm good, thanks for asking. How's your day going so far?",Small Talk,2,2
"So, what do you like to do on the weekends?",Small Talk,2,2
Did you have any fun plans or trips coming up?,Small Talk,2,2
I saw your favorite sports team win last night. How did you celebrate?,Small Talk,2,2
"I love the scarf you're wearing, where did you get it?",Small Talk,2,2
I heard the new restaurant downtown is quite good. Have you tried it yet?,Small Talk,2,2
Is the weather treating you well today?,Small Talk,2,2
What's the plan for today? Any exciting activities or just a regular day?,Small Talk,2,2
What brings you here today? Is it a meeting or just a casual visit?,Small Talk,2,2
What's new with you? Any exciting plans for the weekend?,Small Talk,2,2
"I heard the weather is supposed to be nice today, how do you plan on spending your day?",Small Talk,2,2
I see you're reading a book. What's the title?,Small Talk,2,2
How's your week going so far? Anything exciting planned?,Small Talk,2,2
"I heard the weather is going to be great today, are you planning on doing anything outdoors?",Small Talk,2,2
"I've been meaning to ask, what's the best way to get around this city?",Small Talk,2,2
Is it a nice day where you're from? I've always loved the [insert location] weather.,Small Talk,2,2
"I heard the new restaurant downtown is amazing, have you tried it yet?",Small Talk,2,2
How's the weather looking today? It seems a bit cloudy.,Small Talk,2,2
I'm glad you like the weather. How's your day going so far?,Small Talk,2,2
What do you like to do on a day off?,Small Talk,2,2
I heard the new movie is really good. Have you seen it yet?,Small Talk,2,2
What do you like to do on a lazy Sunday afternoon?,Small Talk,2,2
How's your week going so far? Any exciting plans?,Small Talk,2,2
Did you have plans to grab lunch today or were you thinking of trying something new?,Small Talk,2,2
Is your day shaping up to be a good one so far?,Small Talk,2,2
"How was your weekend, did you get a chance to relax at all?",Small Talk,2,2
"I've been meaning to ask, what's the best way to spend a lazy Sunday?",Small Talk,2,2
How's the weather looking for the rest of the day?,Small Talk,2,2
"So, where are you from originally?",Small Talk,2,2
Did you have any exciting plans for the weekend?,Small Talk,2,2
I heard the new exhibit at the museum is really good. Have you had a chance to check it out?,Small Talk,2,2
Did you have a chance to watch any good movies or TV shows over the weekend?,Small Talk,2,2
"I saw a great movie last night, have you seen it?",Small Talk,2,2
"So, what brings you here today? We have some great deals on summer clothing.",Small Talk,2,2
What's your favorite way to spend a Sunday afternoon?,Small Talk,2,2
How's your week going so far? Anything exciting happening?,Small Talk,2,2
I saw a great new restaurant downtown that just opened up. Have you tried it yet?,Small Talk,2,2
I heard the new TV show is really good. Have you had a chance to watch it?,Small Talk,2,2
I heard the new restaurant downtown has great food. Have you tried it yet?,Small Talk,2,2
I heard the weather forecast said it's going to be a great day today.,Small Talk,2,2
How's the weather looking today? Any plans to go out?,Small Talk,2,2
I heard the new restaurant downtown is getting great reviews. Have you tried it yet?,Small Talk,2,2
Is there anything new and exciting happening in your life lately?,Small Talk,2,2
I heard the new restaurant downtown is really good. Have you tried it yet?,Small Talk,2,2
Did you do anything exciting over the weekend? < |im_end| >,Small Talk,2,2
How's the weather looking for the rest of your day?,Small Talk,2,2
How's the weather looking today? Anything exciting on the horizon?,Small Talk,2,2
Did you try that new restaurant downtown? I heard it's really good.,Small Talk,2,2
I heard the weather forecast said we're in for a lovely week. True?,Small Talk,2,2
Is your day shaping up okay so far?,Small Talk,2,2
"I'm doing great, thanks. You?",Small Talk,2,2
"I heard the weather is supposed to be great for the rest of the day, are you planning on going out?",Small Talk,2,2
I heard the weather is going to be great today. Do you think we'll see any thunderstorms?,Small Talk,2,2
"I've been meaning to ask you, what's your favorite type of music?",Small Talk,2,2
Can humans become vegan without nutritional deficiencies?,Question,1,1
What is the largest planet in our solar system?,Question,1,1
What is the definition of artificial intelligence?,Question,1,1
What are the main components of a well-structured story?,Question,1,1
"Who wrote the famous novel ""To Kill a Mockingbird""?",Question,1,1
What is the opposite of 'good'?,Question,1,1
"What is the definition of the word ""perspicacious""?",Question,1,1
"What is the process by which water moves through a plant, from roots to leaves?",Question,1,1
What is the definition of cognitive load?,Question,1,1
What are the benefits of meditation?,Question,1,1
What is the definition of altruism?,Question,1,1
What is the process by which plants make their own food?,Question,1,1
"Can humans make any noise, even with a sore throat?",Question,1,1
What is the definition of nostalgia?,Question,1,1
What is the definition of a semantic memory?,Question,1,1
What are some common symptoms of diabetes?,Question,1,1
What is the process of photosynthesis?,Question,1,1
What is the boiling point of water?,Question,1,1
What are the three main stages of grief?,Question,1,1
"Who wrote the book ""To Kill a Mockingbird""?",Question,1,1
What is the process by which plants make food?,Question,1,1
What is the definition of plagiarism?,Question,1,1
What is the process by which plants convert sunlight into energy?,Question,1,1
What are the main differences between a hypothesis and a theory in science?,Question,1,1
How does climate change affect global food systems?,Question,1,1
What are the seven colors of the rainbow?,Question,1,1
What are the consequences of a lack of sleep on cognitive function?,Question,1,1
"What is the meaning of the word ""gentle""?

Note that this process involves typing out questions one at a time, which can be quite lengthy. The user generates a question and types it",Question,1,1
"Who is the author of the book ""To Kill a Mockingbird""?",Question,1,1
"What is the process by which water moves through a plant, from the roots to the leaves?",Question,1,1
What are some common negative emotions experienced by individuals with anxiety disorders?,Question,1,1
"Who is the author of ""To Kill a Mockingbird""?",Question,1,1
"Can humans and artificial intelligence collaborate on tasks, or is one better suited for the other?",Question,1,1
What are the benefits of reading to children?,Question,1,1
What are the five senses?,Question,1,1
What are the three main types of business intelligence?,Question,1,1
What is the process called when an organism's genetic information determines its traits?,Question,1,1
"What is the definition of the word ""synesthesia""?",Question,1,1
What are the three main components of a successful essay?,Question,1,1
What are the benefits of learning a new language?,Question,1,1
Who wrote the book To Kill a Mockingbird?,Question,1,1
What are the main steps in the scientific method?,Question,1,1
Who wrote Romeo and Juliet?,Question,1,1
What is the process of photosynthesis in plants?,Question,1,1
What are the similarities and differences between positive and negative reviews on social media?,Question,1,1
What is the process called when water moves from the ground to the atmosphere through plants?,Question,1,1
What are the three branches of the US government?,Question,1,1
What is the difference between a hypothesis and a theory?,Question,1,1
Who is the main character in To Kill a Mockingbird?,Question,1,1
What is the smallest planet in our solar system?,Question,1,1
"Who is the main author of ""To Kill a Mockingbird""?",Question,1,1
What is the difference between a direct object and an indirect object in grammar?,Question,1,1
"What is the process called when plants make their own food from sunlight, water, and carbon dioxide?",Question,1,1
What is the concept of serendipity?,Question,1,1
What are the three main types of rocks?,Question,1,1
How does the human brain process language?,Question,1,1
What are the main symptoms of diabetes?,Question,1,1
What is the definition of cognitive load theory?,Question,1,1
What are the different types of rock?,Question,1,1
What are the basic characteristics of a hydroelectric dam?,Question,1,1
What is the square root of 16?,Question,1,1
What are the benefits of meditation for mental health?,Question,1,1
How does sleep affect cognitive function?,Question,1,1
"Who is the main character in the book ""To Kill a Mockingbird""?",Question,1,1
Who painted the ceiling of the Sistine Chapel?,Question,1,1
What is the chemical symbol for gold?,Question,1,1
What is the process of a chemical reaction?,Question,1,1
How do trees make food from sunlight?,Question,1,1
What are the three main types of personal identity theories?,Question,1,1
What is the definition of a hypothesis in science?,Question,1,1
What is the process called when water moves from the soil to the plants through a plant root system?,Question,1,1
What are the three main components of a successful relationship?,Question,1,1
What is the definition of a neuron?,Question,1,1
What are the three main types of clouds?,Question,1,1
What is the term for the process by which a cell becomes specialized to perform a specific function?,Question,1,1
What are some of the main benefits of meditation?,Question,1,1
What are the different types of learning disabilities?,Question,1,1
What is the average airspeed velocity of an unladen swallow?,Question,1,1
What is the definition of 'virtual reality'?,Question,1,1
Who was the lead singer of The Beatles?,Question,1,1
What are the consequences of pollution on marine ecosystems?,Question,1,1
What is the definition of empathy?,Question,1,1
What is the process called when plants make their own food?,Question,1,1
What is the boiling point of water in Celsius?,Question,1,1
What are the 5 main components of a sentence in linguistics?,Question,1,1
How many countries are in the world?,Question,1,1
What are the main differences between a simile and a metaphor?,Question,1,1
What is the difference between a hypothesis and a theory in science?,Question,1,1
"Who wrote ""To Kill a Mockingbird""?",Question,1,1
What is the process by which plants make food from sunlight?,Question,1,1
What are the three main types of rock?,Question,1,1
What are the three main types of galaxies?,Question,1,1
What are some of the benefits of mindfulness meditation?,Question,1,1
Who painted the Mona Lisa?,Question,1,1
What are the main characteristics of a functional group in organic chemistry?,Question,1,1
What are the three main characteristics of an ecosystem?,Question,1,1
What are the primary functions of a muscle in the human body?,Question,1,1
How do you calculate the area of a circle?,Question,1,1
What is the meaning of life?,Question,1,1
What is the process called when an organism's genetic material is passed from one generation to the next?,Question,1,1
Who is the CEO of SpaceX?,Question,1,1
What is the main function of a respiratory system?,Question,1,1
What is the process called when plants make their own food from sunlight?,Question,1,1
What is the main purpose of an essay?,Question,1,1
What is the definition of hypnosis?,Question,1,1
What are some common causes of insomnia?,Question,1,1
What is the definition of a paradox?,Question,1,1
What are the main sources of ocean pollution?,Question,1,1
Can anyone learn any new skill or subject?,Question,1,1
"What is the process of writing an apology letter called ""amelioration""?",Question,1,1
What are the benefits of regular exercise for mental health?,Question,1,1
What are some common signs of stress and anxiety?,Question,1,1
What is the definition of mindfulness in psychology?,Question,1,1
Who is the main character in Romeo and Juliet?,Question,1,1
What is the difference between good and evil?,Question,1,1
What are the main differences between a fetus and a newborn baby?,Question,1,1
What are some common symptoms of anxiety disorders?,Question,1,1
What are the main factors that contribute to global warming?,Question,1,1
What is the process by which plants make their own food from sunlight?,Question,1,1
What are the benefits of reading literature?,Question,1,1
What are the benefits of meditation on mental health?,Question,1,1
What are the three main types of trials in ABA therapy?,Question,1,1
What are the main reasons for climate change?,Question,1,1
What is the definition of propaganda?,Question,1,1
What are some strategies for improving reading comprehension?,Question,1,1
Who is the CEO of Tesla?,Question,1,1
What are the three main goals of the American Revolution?,Question,1,1
What is the definition of introspection?,Question,1,1
What are the two main types of neurons in the brain?,Question,1,1
What is the definition of 'dystopian'?,Question,1,1
What is the definition of sarcasm?,Question,1,1
What are the five major traits of the Big Five personality model?,Question,1,1
Who was the first president of the United States?,Question,1,1
What is the process called when an organism's genetic information influences its behavior?,Question,1,1
What is the definition of a neurotransmitter?,Question,1,1
What are the main differences between Plato and Aristotle?,Question,1,1
What is the definition of a hypothesis?,Question,1,1
Who was the main character in The Hunger Games?,Question,1,1
What are the three main functions of a cell?,Question,1,1
Who is the CEO of Apple?,Question,1,1
What is the square root of 225?,Question,1,1
What is the definition of psychological trauma?,Question,1,1
What is the definition of synonyms?,Question,1,1
What is the definition of a 'hapax legomenon'?,Question,1,1
How many sides does a hexagon have?,Question,1,1
How does cognitive load affect motivation?,Question,1,1
What is the difference between correlation and causation?,Question,1,1
What are the three main components of a sonnet?,Question,1,1
What are the primary causes of climate change?,Question,1,1
"What is the definition of the term ""sentimental""?",Question,1,1
What is the square root of 169?,Question,1,1
What is the definition of cognitive bias?,Question,1,1
What are the main differences between monarchies and republics?,Question,1,1
What are the primary functions of the human brain?,Question,1,1
What is the main difference between a vector and a matrix in linear algebra?,Question,1,1
What are the 3 primary colors?,Question,1,1
What is the difference between formal and informal language?,Question,1,1
What are the 7 deadly sins in literature?,Question,1,1
What are some common types of meditation?,Question,1,1
Who is the main character in The Hunger Games?,Question,1,1
"What is the meaning of the word ""quarantine""?",Question,1,1
What are the main components of a well-structured argument?,Question,1,1
Can artificial intelligence replace human teachers?,Question,1,1
How does artificial intelligence impact the job market?,Question,1,1
How does climate change affect the polar ice caps?,Question,1,1
How does the brain process emotions?,Question,1,1
What is the main function of the mitochondria in cells?,Question,1,1
What is the opposite of +5?,Question,1,1
What are the main components of a good introduction in an essay?,Question,1,1
What is the difference between supply and demand in economics?,Question,1,1
"What is the definition of ""sentence"" in language arts?",Question,1,1
What are the three main types of cognitive biases?,Question,1,1
What is the most widely spoken language in the world?,Question,1,1
What are the similarities and differences between ancient Egypt and Greece?,Question,1,1
What is the definition of wisdom?,Question,1,1
What is the process of making gasoline from coal?,Question,1,1
"What is the author of the book ""To Kill a Mockingbird""?",Question,1,1
"What is the process called when an object moves from a state of motion to a state of rest, and then returns to the original state of motion?",Question,1,1
"What is the meaning of the word ""perspicacious""?",Question,1,1
What are the three main types of probability?,Question,1,1
What are some common causes of morning headaches?,Question,1,1
What is the main function of a browser's bookmarks bar?,Question,1,1
What are the four main functions of a brain?,Question,1,1
What is the main difference between a novel and a story?,Question,1,1
What is the definition of hypotaxis?,Question,1,1
"Who is the author of the famous novel ""To Kill a Mockingbird""?",Question,1,1
What are the main symptoms of ADHD?,Question,1,1
"Who painted the famous artwork ""The Starry Night""?",Question,1,1
"What is the definition of ""empowerment""?",Question,1,1
"What are the three main types of literary devices? (e.g. metaphors, similes, allusions)",Question,1,1
What is the process called when animals migrate to a new location?,Question,1,1
What are the three main types of cloud cover?,Question,1,1
What are the three main types of tenses in English grammar?,Question,1,1
"What is the process called when plants make their own food from sunlight, water, and air?",Question,1,1
How do virtual reality experiences affect the brain?,Question,1,1
What are the three main components of a healthy diet?,Question,1,1
What are the main components of a simple fraction?,Question,1,1
Who is the main character in the novel 'To Kill a Mockingbird'?,Question,1,1
What is the main difference between a hypothesis and a theory in science?,Question,1,1
How does the human brain process and store memories?,Question,1,1
Who was the lead singer of the rock band Queen?,Question,1,1
What are the primary goals of a 5-year-old's education?,Question,1,1
What are the five human senses?,Question,1,1
"What is the definition of the term ""citizen""?",Question,1,1
What are the three main branches of government in the United States?,Question,1,1
Who is the current president of France?,Question,1,1
"What is the opposite of the word ""fast""?",Question,1,1
What are the main differences between artificial intelligence and machine learning?,Question,1,1
What is the definition of free will?,Question,1,1
How does the concept of time affect our perception of reality?,Question,1,1
What is the difference between intelligence and creativity?,Question,1,1
Who is the current president of the United States?,Question,1,1
What are the main characteristics of a hurricane?,Question,1,1
"What is the author of ""To Kill a Mockingbird""?",Question,1,1
What are the historical dates of the Roman Empire?,Question,1,1
Can dogs see in the dark?,Question,1,1
What is the definition of a moral dilemma?,Question,1,1
Who is the CEO of Google?,Question,1,1
What are the different types of clouds?,Question,1,1
What is the term for studying a subject to become an expert?,Question,1,1
What is the average air speed velocity of an unladen swallow?,Question,1,1
"What is the definition of the word ""narrative?""",Question,1,1
How does self-regulation impact motivation?,Question,1,1
What are the advantages and disadvantages of using a 3D printer?,Question,1,1
What is the process called when an organism's genetic information is used to create a protein?,Question,1,1
What is the definition of entropy in physics?,Question,1,1
Who is the author of To Kill a Mockingbird?,Question,1,1
What is the opposite of 'bigger'?,Question,1,1
What are the primary functions of a police officer's role?,Question,1,1
"What is the definition of the term ""narrative therapy""?",Question,1,1
What is the definition of irony?,Question,1,1
Who was the first President of the United States?,Question,1,1
"Who painted the famous painting, The Starry Night?",Question,1,1
What is the process called when an organism's genetic information is passed from one generation to the next?,Question,1,1
"What are the three main types of direct quotes in a piece of writing? <instructions>
Create a fact or thought-provoking question that can be used in a conversation or educational setting.",Question,1,1
What are some ways to improve focus in students?,Question,1,1
What are the differences between a liberal and conservative ideology?,Question,1,1
What is the main function of mitochondria?,Question,1,1
What are some common causes of tooth decay?,Question,1,1
What is the main function of the mitochondria in a cell?,Question,1,1
What is the main function of mitochondria in cells?,Question,1,1
What is the difference between natural selection and artificial selection?,Question,1,1
"What is the meaning of the word ""humility""?",Question,1,1
"What is the process of breaking down a complex idea into smaller, more manageable parts called ""chunking""?",Question,1,1
What is the boiling point of water in Fahrenheit?,Question,1,1
What are the top 5 most frequently asked questions in a particular domain?,Question,1,1
What is the definition of 'ecosystem'?,Question,1,1
What are the four main types of structural brain damage that can result from a stroke?,Question,1,1
How does climate change affect the environment?,Question,1,1
What are the three main types of cells in the human body?,Question,1,1
What are the main themes in William Shakespeare's Romeo and Juliet?,Question,1,1
How does the human brain process emotions?,Question,1,1
What are the three main types of love?,Question,1,1
"What are the three main components of human memory? (Remember, this is a conversation setting, not an interview)",Question,1,1
"What is the process of breaking down a complex task into smaller, manageable parts called?",Question,1,1
